,abv,ibu,diff_g,boil_time,efficiency,ferm_total_weight,ferm_type_base_malt,ferm_type_crystal_malt,ferm_type_roasted_malt,ferm_type_other,ferm_type_extract,ferm_type_sugar,ferm_type_raw,ferm_type_acidulated_malt,ferm_type_fruit,ferm_type_gluten_free_malt,hops_type_pellet,hops_type_leaf_whole,hops_type_plug,other_type_spice,other_type_water_agt,other_type_other,other_type_fining,other_type_flavor,other_type_herb,yeast_attenuation,method_all_grain,method_biab,method_extract,method_partial_mash,yeast_form_dry,yeast_form_liquid,yeast_flocculation_high,yeast_flocculation_low,yeast_flocculation_medium
4387,7.65,60.19,0.05799999999999983,90,75.0,15.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0,0,0,1,0,0,75.0,1,0,0,0,0,1,0,1,0
4397,6.81,40.65,0.050000000000000044,60,35.0,8.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0,0,0,1,1,0,81.0,0,0,1,0,1,0,0,0,1
4424,5.6,27.98,0.04299999999999993,90,75.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.0,0.0,0,0,1,0,0,0,81.5,1,0,0,0,0,1,0,0,1
4429,5.25,19.94,0.040000000000000036,60,70.0,11.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0,0,0,0,0,0,75.0,0,1,0,0,0,1,0,0,1
4452,4.07,2.08,0.030999999999999917,0,75.0,31.25,28.75,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.66375,0.0,0.0,0,0,0,0,0,0,80.0,1,0,0,0,0,1,0,0,1
4461,5.97,27.4,0.04500000000000015,60,35.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.171875,0.0,0.0,0,0,0,0,1,0,81.0,0,0,1,0,1,0,0,0,1
4477,6.97,229.73,0.050000000000000044,60,35.0,8.6,0.0,0.0,0.0,0.0,7.6,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.0,0,0,0,0,0,0,75.0,0,0,1,0,0,1,0,0,1
4492,7.69,44.27,0.05900000000000016,60,73.0,15.366201399999998,13.999336999999995,0.771617,0.5952474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7054784000000001,0.0,0.0,0,0,0,1,0,0,78.0,1,0,0,0,1,0,1,0,0
4494,7.11,65.96,0.053999999999999826,60,80.0,13.227719999999998,13.227719999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.220462,0.0,0.0,0,0,0,0,0,0,79.5,1,0,0,0,0,1,0,0,1
4495,5.81,68.31,0.04499999999999993,60,71.0,12.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,1,0,1,0,0,81.0,1,0,0,0,1,0,0,0,1
4498,10.55,78.99,0.08099999999999996,60,65.0,35.09,27.25,1.4375,5.15,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.359375,0.0,0.0,0,0,0,0,0,0,76.5,1,0,0,0,0,1,0,0,1
4505,4.89,26.38,0.037000000000000144,45,35.0,5.8,0.0,0.0,0.0,0.0,5.3,0.5,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0,0,0,0,0,0,81.0,0,0,1,0,1,0,0,0,1
4518,6.14,58.26,0.04600000000000004,60,35.0,8.5,0.0,0.0,0.0,0.0,7.5,1.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0,0,0,0,1,0,75.0,0,0,1,0,0,1,0,0,1
4529,5.13,27.22,0.038999999999999924,90,65.0,12.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109375,0.0,0.0,0,0,0,1,0,0,71.5,1,0,0,0,0,1,0,0,1
4561,3.38,18.11,0.025000000000000133,60,70.0,7.5,6.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078125,0.0,0.0,0,0,0,0,0,0,75.0,1,0,0,0,1,0,1,0,0
4579,6.25,50.9,0.04600000000000004,60,65.0,15.807125400000002,11.7285784,1.74605904,2.32807872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5511550000000001,0.0,0,0,0,0,0,0,75.0,1,0,0,0,1,0,1,0,0
4580,3.21,17.82,0.02400000000000002,60,70.0,7.5,6.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140625,0.0,0.0,0,0,0,0,0,0,69.0,1,0,0,0,0,1,1,0,0
4588,4.98,33.51,0.038000000000000034,60,70.0,28.660059999999998,24.25082,4.4092400000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.220462,0.0,0.0,0,0,0,0,0,0,81.0,1,0,0,0,1,0,0,0,1
4594,7.45,39.31,0.05699999999999994,90,70.0,15.983494999999998,13.999336999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31085142,0.0,0.0,0,0,1,1,0,0,76.0,1,0,0,0,0,1,0,0,1
4598,8.4,29.41,0.06400000000000006,60,74.0,15.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109375,0.0,0.0,0,0,0,0,0,0,82.0,1,0,0,0,1,0,1,0,0
4609,5.24,30.85,0.040000000000000036,60,65.0,11.19,9.0,1.5,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0330693,0.0,0.0,1,0,0,0,0,0,69.0,1,0,0,0,0,1,1,0,0
4612,6.21,31.6,0.04800000000000004,60,70.0,22.597355,22.0462,0.5511550000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3574570868,0.0,0.0,0,0,0,0,0,0,81.0,1,0,0,0,1,0,0,0,1
4617,4.8,41.55,0.037000000000000144,60,65.0,8.5,2.5,0.5,0.5,0.0,4.5,0.5,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0,0,0,0,0,0,74.0,0,0,0,1,0,1,0,0,1
4621,5.87,53.82,0.04500000000000015,60,76.0,11.0231,10.361714,0.6613859999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35273920000000003,0.0,0.0,0,0,0,1,0,0,81.0,1,0,0,0,1,0,0,0,1
4622,4.94,42.56,0.038000000000000034,90,78.0,11.243561999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14109568,0.0,0.0,0,0,0,0,0,0,68.5,1,0,0,0,0,1,0,0,1
4624,6.17,27.0,0.04699999999999993,60,72.0,7.73,5.6,1.0625,0.3125,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0,0,0,0,0,0,76.5,0,1,0,0,0,1,0,0,1
4629,6.74,71.58,0.052000000000000046,60,70.0,13.5,11.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0,0,1,0,0,0,74.0,1,0,0,0,0,1,1,0,0
4633,5.13,16.67,0.038999999999999924,60,64.0,6.4595366,6.4595366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0431223672,0.0,0.0,0,0,0,0,1,0,72.5,1,0,0,0,0,1,0,1,0
4647,7.26,160.32,0.05499999999999994,90,60.0,15.0,11.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0625,0.0,0,0,0,0,0,0,76.5,1,0,0,0,0,1,0,0,1
4656,6.0,64.27,0.04400000000000004,60,35.0,3.0864679999999995,0.0,0.0,0.0,0.0,3.08867262,0.0,0.0,0.0,0.0,0.0,0.16843296800000002,0.146386768,0.0,0,0,0,0,0,0,70.0,0,0,1,0,1,0,1,0,0
4661,3.36,10.25,0.025000000000000133,60,80.0,6.393398,6.393398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06172936,0.0,0.0,0,0,0,0,1,0,75.0,1,0,0,0,0,1,0,1,0
4668,6.5,106.61,0.050000000000000044,45,70.0,12.786796,11.0231,1.763696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4078547,0.0,0.0,0,0,1,1,0,0,81.0,1,0,0,0,1,0,0,0,1
4675,5.47,33.24,0.04200000000000004,60,70.0,11.0,9.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0,0,0,1,0,0,73.0,1,0,0,0,0,1,1,0,0
4687,5.32,19.92,0.04000000000000026,60,35.0,6.6,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0,0,0,0,0,0,82.0,0,0,1,0,1,0,1,0,0
4695,6.89,68.49,0.052999999999999936,60,35.0,11.133330999999998,0.0,0.0,0.0,0.0,9.920789999999998,1.00089748,0.0,0.0,0.220462,0.0,0.0,0.24250820000000006,0.0,0,0,0,0,0,0,74.0,0,0,1,0,0,1,0,0,1
4697,5.21,16.37,0.040000000000000036,60,70.0,11.0,9.9,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0625,0.0,0.0,1,0,0,0,0,0,75.0,1,0,0,0,0,1,0,0,1
4702,5.76,27.99,0.04400000000000004,60,75.0,29.541908000000006,24.471282,2.20462,2.866006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1543234,0.0,0.0,0,0,0,0,0,0,81.0,1,0,0,0,1,0,0,0,1
4715,6.18,34.13,0.04699999999999993,60,80.0,11.5,10.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0,0,0,1,0,0,75.0,0,1,0,0,1,0,1,0,0
4723,6.75,84.47,0.051000000000000156,90,70.0,15.72,11.0,0.5,1.71875,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.1875,0.0,0.0,0,0,1,1,0,0,73.0,1,0,0,0,0,1,0,0,1
4752,6.36,53.09,0.049000000000000155,60,50.0,7.7602623999999985,1.10231,0.6613859999999999,0.0,0.0,6.00538488,0.0,0.0,0.0,0.0,0.0,0.1543234,0.1322772,0.0,0,0,0,0,0,0,81.0,0,0,0,1,1,0,0,0,1
4757,6.09,37.86,0.04600000000000004,60,70.0,14.56,10.0,2.0,1.5625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0625,0.078125,0.0,0,0,0,0,0,0,69.0,1,0,0,0,0,1,1,0,0
4794,6.33,42.42,0.04800000000000004,60,65.0,14.0,12.25,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2375,0.0,0.0,0,0,0,0,0,0,76.0,1,0,0,0,0,1,0,0,1
4802,5.9,0.0,0.04499999999999993,60,75.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0,0,1,0,0,0,75.0,0,0,0,1,1,0,1,0,0
4813,7.57,0.0,0.05800000000000005,60,78.0,15.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0,0,1,0,0,0,70.0,1,0,0,0,0,1,0,0,1
4825,5.12,50.9,0.038999999999999924,60,78.0,8.95,8.0,0.75,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0375,0.21875,0.0,0,1,0,0,0,0,81.0,0,1,0,0,1,0,0,0,1
4829,5.59,22.87,0.04300000000000015,60,75.0,11.5,11.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0,0,0,0,1,0,74.0,0,1,0,0,0,1,0,0,1
4861,5.84,54.01,0.04500000000000015,60,69.0,14.550491999999998,14.550491999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4850164000000001,0.0,0,0,0,1,0,0,77.0,1,0,0,0,0,1,0,0,1
4868,5.83,0.0,0.04400000000000004,60,77.0,13.558413,8.267325,0.881848,1.984158,0.0,0.0,0.0,2.425082,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,73.0,1,0,0,0,0,1,0,0,1
4886,7.46,18.92,0.05699999999999994,60,75.0,13.81,10.0,0.25,0.0,0.0,0.0,0.5625,3.0,0.0,0.0,0.0,0.0330693,0.0,0.0,0,0,0,1,0,0,81.0,1,0,0,0,1,0,0,0,1
4895,8.72,30.39,0.06600000000000006,90,70.0,15.75,13.0,0.75,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.09375,0.0625,0.0,0,0,0,0,0,0,81.5,1,0,0,0,0,1,0,0,1
4927,6.57,26.95,0.050000000000000044,90,70.0,12.98,11.85,0.75,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0,0,0,0,0,0,82.0,0,1,0,0,1,0,1,0,0
4929,5.62,27.76,0.04300000000000015,60,71.0,12.3,11.52,0.52,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071875,0.0,0.0,0,0,0,0,0,0,71.5,1,0,0,0,0,1,0,0,1
4939,3.26,4.62,0.02499999999999991,15,60.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0,0,1,1,0,0,78.5,1,0,0,0,0,1,0,0,1
4973,7.03,35.07,0.052999999999999936,60,35.0,9.5,0.0,0.0,0.0,0.0,8.0,1.5,0.0,0.0,0.0,0.0,0.171875,0.0,0.0,0,0,1,1,0,0,77.5,0,0,1,0,0,1,0,0,1
4998,7.52,87.48,0.05800000000000005,90,65.0,31.75,24.0,4.125,0.0,0.0,0.0,1.5,1.5,0.625,0.0,0.0,0.859375,0.0,0.0,0,0,0,1,0,0,81.0,1,0,0,0,1,0,0,0,1
4999,10.0,309.77,0.07700000000000018,90,70.0,20.38,19.0,0.875,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.09375,0.0,0.0,0,1,0,1,0,0,76.5,1,0,0,0,0,1,0,0,1
5029,11.11,348.87,0.08400000000000007,90,85.0,36.75,30.0,2.5,0.0,0.0,0.0,3.25,0.0,1.0,0.0,0.0,1.906875,0.0,0.19105236920000002,0,0,0,1,0,0,76.5,1,0,0,0,0,1,0,0,1
5035,5.81,38.19,0.04400000000000004,60,70.0,11.94,10.0,1.625,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0,0,1,0,0,0,73.0,1,0,0,0,0,1,0,0,1
5048,8.2,135.78,0.06299999999999994,70,50.0,9.56,0.3125,0.25,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.046875,0.0,0,0,0,1,0,0,81.5,0,0,0,1,0,1,0,0,1
5054,5.62,32.06,0.04200000000000004,60,75.0,3.5494382000000004,3.4832996,0.0,0.0551155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01763696,0.0,0.0,0,0,0,0,0,0,75.0,1,0,0,0,0,1,0,0,1
5060,6.71,78.11,0.050999999999999934,90,82.0,12.81,11.5,1.25,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0,0,0,0,0,0,75.0,1,0,0,0,0,1,0,0,1
5082,5.79,23.66,0.04400000000000004,60,70.0,28.0,22.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0,0,0,0,0,0,75.0,0,1,0,0,1,0,1,0,0
5112,7.08,49.78,0.052999999999999936,60,72.0,26.5,25.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59375,0.0,0.0,0,0,0,0,0,0,81.0,1,0,0,0,1,0,0,0,1
5124,6.29,47.8,0.04800000000000004,60,65.0,33.06,23.0,4.0,6.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.0,0,0,0,0,0,0,69.0,1,0,0,0,0,1,1,0,0
5170,4.81,44.32,0.03699999999999992,60,30.0,6.3,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.171875,0.0,0.0,0,0,0,1,0,0,75.0,0,0,1,0,1,0,1,0,0
5184,6.48,83.15,0.049000000000000155,60,64.0,15.88,14.05,1.125,0.703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.15625,0.0,0,1,0,1,0,0,79.5,0,1,0,0,0,1,0,0,1
5268,4.88,29.71,0.038000000000000034,90,68.0,10.582175999999999,10.582175999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12345872,0.0,0.0,0,0,0,1,0,0,75.0,1,0,0,0,0,1,0,0,1
5288,8.2,38.67,0.062000000000000055,80,75.0,15.829171599999999,9.92079,2.20462,0.3858085,0.0,0.0,0.0,2.20462,0.0,0.0,0.0,0.0,0.17636960000000002,0.0,1,0,0,0,0,0,76.0,1,0,0,0,0,1,0,1,0
5298,5.57,22.01,10.36542,60,83.0,18.5629004,17.262174599999998,0.5511550000000001,0.7495708000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1385824132,0.0,0.0,0,0,0,0,0,0,76.5,1,0,0,0,0,1,0,0,1
5400,6.41,0.0,0.04800000000000004,60,70.0,46.29702,0.0,0.0,0.0,0.0,0.0,6.613859999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,85.0,1,0,0,0,0,1,0,1,0
5424,5.25,23.78,0.040000000000000036,60,75.0,11.25,11.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0,0,0,0,0,0,76.0,1,0,0,0,0,1,0,1,0
5738,6.82,43.11,0.052000000000000046,60,75.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.125,0.0,0.0,1,0,0,0,1,0,74.0,1,0,0,0,0,1,1,0,0
5822,6.06,24.63,0.04600000000000004,60,75.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09375,0.0,0.0,0,0,0,0,0,0,87.5,1,0,0,0,1,0,0,0,1
5991,5.02,24.74,0.038000000000000034,60,80.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0,1,0,1,0,0,75.0,1,0,0,0,0,1,0,0,1
6013,4.96,20.86,0.038000000000000034,60,60.0,11.22,10.0,0.5,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0,0,0,0,0,0,72.5,0,1,0,0,0,1,0,0,1
6166,4.54,83.46,0.03400000000000003,60,65.0,5.51155,3.3069299999999995,0.0,1.984158,0.0,0.220462,0.0,0.0,0.0,0.0,0.0,0.0,0.220462,0.0,0,0,0,0,0,0,77.0,0,1,0,0,1,0,1,0,0
6174,5.85,41.61,0.04500000000000015,60,70.0,9.479866,7.275245999999999,0.881848,0.6613859999999999,0.0,0.0,0.0,0.6613859999999999,0.0,0.0,0.0,0.1322772,0.0,0.0,0,0,0,0,0,0,70.0,0,1,0,0,0,1,1,0,0
6185,12.36,50.92,0.09400000000000008,90,75.0,9.25,5.625,1.25,0.125,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,1,0,1,1,1,0,85.0,0,1,0,0,1,0,0,0,1
6349,3.97,21.32,0.030000000000000027,60,71.0,4.9163026,3.946269799999999,0.440924,0.220462,0.0,0.0,0.08818480000000001,0.220462,0.0,0.0,0.0,0.0,0.0661386,0.0,0,0,0,0,0,0,66.5,0,1,0,0,0,1,1,0,0
6376,5.31,33.1,0.040000000000000036,75,75.0,21.75,16.0,4.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.15625,0.0,0,0,0,1,0,0,74.0,1,0,0,0,0,1,0,0,1
6506,5.06,28.18,0.038000000000000034,60,70.0,2.3809896,1.3227719999999998,0.9259404,0.02645544,0.0,0.0,0.0,0.110231,0.0,0.0,0.0,0.07054784,0.0,0.0,0,0,0,0,0,0,81.0,0,1,0,0,1,0,0,0,1
6626,5.56,33.2,0.04300000000000015,70,75.0,12.12541,12.12541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19180194,0.0330693,0.0,0,0,0,0,0,0,76.5,1,0,0,0,0,1,0,0,1
6738,5.86,23.85,0.04500000000000015,60,70.0,12.5,12.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0,0,0,0,0,0,75.0,0,1,0,0,0,1,0,1,0
6783,5.39,23.93,0.04100000000000015,60,35.0,8.267325,0.0,1.10231,0.5511550000000001,0.0,6.613859999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.220462,0.0,0,1,0,0,0,0,73.0,0,0,0,1,0,1,0,0,1
6843,5.61,52.07,0.04300000000000015,45,35.0,8.157093999999999,0.0,0.0,0.0,0.0,7.716169999999999,0.440924,0.0,0.0,0.0,0.0,0.18739270000000002,0.0,0.0,0,0,0,1,0,0,78.0,0,0,1,0,1,0,1,0,0
6874,6.72,69.24,0.050999999999999934,60,75.0,12.963165599999998,11.0231,1.9400656000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.330693,0.0,0.0,0,0,0,0,0,0,76.5,1,0,0,0,0,1,0,0,1
7095,5.48,39.29,0.04200000000000026,60,55.0,14.0,9.0,0.5,2.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.046875,0.0,0.0,0,1,0,1,0,0,81.0,1,0,0,0,1,0,0,0,1
7098,5.11,30.43,0.039000000000000146,60,75.0,11.574255,10.361714,0.6613859999999999,0.5511550000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1543234,0.0,0.0,0,0,0,0,0,0,73.0,1,0,0,0,0,1,0,0,1
7166,4.71,18.01,0.03600000000000003,60,60.0,11.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0625,0.0,0.0,1,0,0,0,1,0,75.0,0,1,0,0,1,0,1,0,0
7260,5.93,30.92,0.04500000000000015,90,73.0,32.5,23.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0625,0.0,1,0,0,1,0,0,75.0,1,0,0,0,0,1,0,1,0
7286,7.84,40.75,0.06000000000000005,110,75.0,12.5,8.0,1.0,0.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0,1,1,0,0,0,75.0,1,0,0,0,0,1,0,0,1
7289,7.19,74.02,0.05499999999999994,60,35.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.53125,0.125,0.0,0,1,0,0,0,0,73.0,0,0,1,0,0,1,1,0,0
7307,6.01,49.59,0.04600000000000004,60,70.0,10.802638,9.920789999999998,0.881848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2976237,0.0,0.0,0,0,0,0,0,0,81.0,0,1,0,0,1,0,0,0,1
7364,6.9,82.74,0.052999999999999936,60,25.0,9.15,0.0,0.0,0.0,0.0,9.15,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0,0,0,1,0,0,81.0,0,0,1,0,1,0,0,0,1
7388,4.22,20.43,0.03200000000000003,60,66.0,11.25,10.5,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0,0,0,0,0,0,75.0,0,1,0,0,0,1,0,0,1
7466,6.72,88.43,0.050999999999999934,60,75.0,12.0,11.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0,0,0,0,0,0,81.0,1,0,0,0,1,0,0,0,1
7471,3.7,17.18,0.028000000000000025,40,60.0,5.379272799999999,4.365147599999999,0.5732012,0.440924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0330693,0.0,0.0,0,0,0,0,0,0,77.0,1,0,0,0,1,0,1,0,0
7663,5.52,18.05,0.04200000000000004,60,73.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0,0,0,0,1,0,81.0,0,1,0,0,1,0,0,0,1
7694,6.79,83.98,0.052000000000000046,60,72.0,14.0,12.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0,0,0,0,0,0,76.5,1,0,0,0,0,1,0,0,1
7718,6.1,49.6,0.04600000000000004,90,56.6,11.7285784,11.0231,0.0,0.0,0.0,0.0,0.7054784000000001,0.0,0.0,0.0,0.0,0.13227719999999998,0.17636960000000002,0.0,0,0,0,1,0,0,75.0,1,0,0,0,0,1,0,0,1
7856,5.1,35.28,0.039000000000000146,90,60.0,11.574255,11.0231,0.0,0.0,0.0,0.0,0.0,0.5511550000000001,0.0,0.0,0.0,0.220462,0.0,0.0,1,0,0,0,0,0,76.0,1,0,0,0,0,1,0,1,0
7872,6.85,0.0,0.052999999999999936,0,100.0,43.34,0.0,0.0,0.0,0.0,0.0,1.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,75.0,0,0,1,0,0,1,0,0,1
7943,4.47,18.86,0.03400000000000003,60,75.0,7.627985199999999,4.850164,0.0,1.10231,0.0,0.0,0.7936631999999999,0.881848,0.0,0.0,0.0,0.0495378114,0.0,0.0,0,0,0,1,1,0,71.5,1,0,0,0,0,1,0,0,1
7950,5.51,21.91,0.04200000000000026,70,75.0,17.75,14.0,0.75,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0125,0.125,0.0,0,0,0,1,0,0,83.0,1,0,0,0,1,0,1,0,0
8004,8.7,18.01,0.06600000000000006,90,80.0,17.196036,15.542570999999999,0.992079,0.6613859999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110231,0.0,0.0,0,0,0,0,1,0,72.5,1,0,0,0,1,0,0,0,1
8005,5.01,9.07,0.038000000000000034,60,80.0,9.700328,9.479866,0.0,0.220462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044092400000000004,0.0,0.0,0,0,0,0,0,0,73.0,1,0,0,0,1,0,0,1,0
8039,4.07,21.91,0.030999999999999917,60,66.0,8.76,8.33,0.2125,0.2125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10625,0.0,0.0,0,0,0,0,0,0,75.0,0,1,0,0,0,1,0,0,1
8069,6.26,69.74,0.04800000000000004,60,75.0,12.42,9.0,1.1,0.0,0.0,0.0,1.0,1.32,0.0,0.0,0.0,0.5,0.0,0.0,0,0,0,0,1,0,81.0,1,0,0,0,1,0,0,0,1
8107,5.19,0.0,0.038999999999999924,60,65.0,11.5,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,77.5,1,0,0,0,0,1,0,0,1
8133,9.24,89.18,0.07000000000000006,60,35.0,4.06,0.0,0.0,0.0,0.0,3.0,1.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0,0,0,0,0,0,75.0,0,0,1,0,1,0,1,0,0
8166,4.66,17.81,0.03499999999999992,60,70.0,10.0,9.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.125,0.0,0.0,0,0,0,0,0,0,74.0,1,0,0,0,0,1,1,0,0
8240,5.84,17.59,0.04500000000000015,60,65.0,12.25,6.25,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0625,0.0,0.0,1,0,0,0,0,0,81.5,1,0,0,0,0,1,0,0,1
8243,6.88,24.46,0.052000000000000046,60,60.0,17.0,15.0,0.75,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0,0,0,0,0,0,78.0,1,0,0,0,0,1,0,1,0
