,abv,ibu,diff_g,boil_time,efficiency,ferm_total_weight,ferm_type_base_malt,ferm_type_crystal_malt,ferm_type_roasted_malt,ferm_type_other,ferm_type_extract,ferm_type_sugar,ferm_type_raw,ferm_type_acidulated_malt,ferm_type_fruit,ferm_type_gluten_free_malt,hops_type_pellet,hops_type_leaf_whole,hops_type_plug,other_type_spice,other_type_water_agt,other_type_other,other_type_fining,other_type_flavor,other_type_herb,yeast_attenuation,method_all_grain,method_biab,method_extract,method_partial_mash,yeast_form_dry,yeast_form_liquid,yeast_flocculation_high,yeast_flocculation_low,yeast_flocculation_medium
0,5.58,40.12,0.04200000000000004,70,79.0,12.41,11.5,0.90875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0,1,0,0,0,0,81.0,1,0,0,0,1,0,0,0,1
1,6.5,50.6,0.049000000000000155,60,70.0,13.97,12.57,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.859375,0.0,0.0,0,1,1,1,0,0,73.0,1,0,0,0,0,1,1,0,0
2,5.8,54.48,0.04400000000000004,60,70.0,14.38,12.88,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546875,0.0,0.0,0,0,0,0,0,0,75.0,1,0,0,0,1,0,1,0,0
3,5.91,59.25,0.04499999999999993,60,70.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0,0,0,0,0,75.0,0,0,1,0,1,0,1,0,0
4,8.16,60.65,0.062000000000000055,60,70.0,19.75,15.0,0.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,1,0,0,0,1,0,75.0,1,0,0,0,0,1,0,0,1
5,6.1,37.06,0.04700000000000015,60,55.0,2.88,2.5,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065625,0.0,0.0,0,0,0,0,0,0,78.0,1,0,0,0,1,0,1,0,0
6,5.48,17.65,0.04200000000000004,75,70.0,11.75,9.25,1.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.09375,0.0,0.0,0,0,1,1,1,0,75.0,1,0,0,0,0,1,0,1,0
7,7.14,61.83,0.05499999999999994,60,75.0,14.75,14.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0,0,0,0,0,0,75.0,1,0,0,0,0,1,0,0,1
8,7.31,28.98,0.05500000000000016,60,70.0,16.22,13.6,1.24,0.38,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,1,1,1,0,0,0,75.0,0,1,0,0,0,1,0,0,1
9,6.63,55.52,0.050000000000000044,60,75.0,12.75,11.625,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28125,0.0,0.0,0,1,0,0,0,0,74.0,1,0,0,0,0,1,0,0,1
11,7.66,31.43,0.05900000000000016,60,70.0,15.5,15.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0,0,0,0,0,0,80.0,1,0,0,0,0,1,0,1,0
12,8.88,109.28,0.06800000000000006,60,70.0,18.5,15.0,2.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.46875,0.0,0.0,0,0,0,1,1,0,76.5,1,0,0,0,0,1,0,0,1
13,6.48,43.5,0.04899999999999993,70,73.0,12.897026999999998,10.141251999999998,0.330693,0.0,0.440924,0.0,0.5511550000000001,1.3227719999999998,0.110231,0.0,0.0,0.56879196,0.0,0.0,0,0,0,1,0,0,73.0,0,1,0,0,0,1,1,0,0
14,7.09,268.71,0.05400000000000005,90,75.0,15.2,13.25,1.2,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.78125,0.0,0.0,0,0,0,0,0,0,75.0,1,0,0,0,0,1,0,0,1
15,7.2,105.67,0.05500000000000016,60,68.0,28.660059999999998,27.55775,1.10231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8267325000000001,0.110231,0.0,0,0,0,0,0,0,81.0,1,0,0,0,1,0,0,0,1
16,8.43,79.28,0.06400000000000006,60,90.0,30.78,24.0,5.5,0.0,0.0,0.0,0.4,0.0,0.875,0.0,0.0,0.875,0.0,0.0,0,0,0,1,0,0,76.5,1,0,0,0,0,1,0,0,1
17,3.83,21.02,0.030000000000000027,60,70.0,8.75,7.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0,0,0,1,0,0,81.0,1,0,0,0,1,0,0,0,1
18,5.24,40.86,0.04000000000000026,60,75.0,9.75,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0,0,0,0,0,0,72.0,1,0,0,0,0,1,0,0,1
20,6.76,64.26,0.051000000000000156,90,74.0,15.432339999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.6534649999999995,0.0,0.0,0.0,0.6525675199999998,0.0,0.0,1,0,0,0,0,0,81.0,1,0,0,0,1,0,0,0,1
21,6.52,18.54,0.050000000000000044,90,77.0,27.55775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25132668,0.0,0.0,0,0,0,0,0,0,70.0,1,0,0,0,1,0,1,0,0
23,5.77,31.63,0.04400000000000004,75,73.0,14.05,7.0,1.5,4.0,0.0,0.0,0.55,1.0,0.0,0.0,0.0,0.15625,0.0,0.0,0,0,1,0,1,0,73.0,1,0,0,0,0,1,0,0,1
25,5.36,19.97,0.040000000000000036,75,70.0,12.0,8.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.09375,0.0,0.0,0,0,1,1,0,0,75.0,1,0,0,0,0,1,0,1,0
26,5.76,37.62,10.68834,90,75.0,24.1626352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7165015,0.0,0.0,0,0,1,1,0,0,76.5,1,0,0,0,0,1,0,0,1
27,6.29,53.57,0.04800000000000004,70,73.0,12.367918199999998,10.273529199999999,0.0,0.0,0.330693,0.0,0.5511550000000001,1.10231,0.110231,0.0,0.0,0.5335180399999999,0.0,0.0,0,0,0,1,0,0,75.0,0,1,0,0,0,1,0,0,1
30,6.13,66.0,0.04600000000000004,60,51.0,13.0,9.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.359375,0.0,0.0,0,0,0,1,0,0,75.0,0,0,0,1,0,1,0,0,1
31,6.51,60.96,0.04899999999999993,60,30.0,9.15,0.0,0.0,0.0,0.0,9.15,0.0,0.0,0.0,0.0,0.0,0.21875,0.0,0.0,0,0,0,1,0,0,75.0,0,0,1,0,0,1,0,0,1
33,6.01,55.83,0.04599999999999982,60,80.0,16.75,12.25,0.0,0.0,0.0,0.0,0.5,1.0,0.0,3.0,0.0,0.6875,0.0,0.0,0,1,1,0,1,0,73.0,0,1,0,0,0,1,1,0,0
34,4.86,23.49,0.03699999999999992,90,78.0,10.471945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15211878,0.0,0.0,0,0,0,0,0,0,75.0,1,0,0,0,0,1,0,0,1
36,6.2,64.67,0.04700000000000015,60,70.0,24.25,18.75,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.075,0.328125,0.0,1,0,0,0,0,1,74.0,1,0,0,0,0,1,0,1,0
38,6.17,56.65,0.04699999999999993,60,75.0,12.23,11.53,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315625,0.0,0.0,0,0,0,0,0,0,75.0,1,0,0,0,0,1,0,0,1
42,4.48,19.68,0.03400000000000003,60,75.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0,0,0,0,0,0,75.0,1,0,0,0,0,1,0,0,1
43,9.58,98.84,0.07299999999999995,60,70.0,21.13,17.0,0.5,3.25,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.125,0.0,0.0,0,0,0,1,0,0,75.0,1,0,0,0,0,1,0,0,1
44,5.8,36.2,0.04499999999999993,60,45.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,1,0,0,0,0,0,73.0,0,0,1,0,0,1,0,0,1
45,6.91,73.25,0.052999999999999936,60,73.0,12.8529346,11.243561999999999,0.9479866,0.0,0.0,0.0,0.5511550000000001,0.0,0.110231,0.0,0.0,0.6503629,0.0,0.0,0,0,0,1,0,0,75.0,0,1,0,0,0,1,0,0,1
46,8.08,172.09,0.06099999999999994,60,70.0,16.81,11.75,0.625,0.0,0.0,0.0,0.6875,3.75,0.0,0.0,0.0,0.625,0.6875,0.0,0,0,0,0,0,0,75.0,1,0,0,0,0,1,0,0,1
53,5.19,32.59,0.038999999999999924,60,65.0,25.0,21.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.375,0.0,0.0,0,0,0,0,0,0,76.0,1,0,0,0,0,1,0,0,0
56,6.3,18.89,0.04800000000000004,60,80.0,22.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,0,0,0,75.0,1,0,0,0,0,1,0,1,0
57,6.42,63.89,0.04899999999999993,70,72.0,16.6889734,11.1774234,0.0,0.0,0.6613859999999999,0.0,0.330693,1.10231,0.110231,3.3069299999999995,0.0,0.6613859999999999,0.0,0.0,1,0,0,1,1,0,73.0,0,1,0,0,0,1,1,0,0
61,3.45,0.0,0.026000000000000023,60,35.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,75.0,0,0,1,0,0,1,0,0,1
64,5.36,18.92,0.04100000000000015,90,75.0,11.0231,9.92079,0.0,0.0,0.0,0.0,0.440924,0.6613859999999999,0.0,0.0,0.0,0.2645544000000001,0.0,0.0,1,0,0,1,1,0,76.0,1,0,0,0,0,1,0,1,0
65,5.03,14.92,0.038000000000000256,75,50.0,10.251483,5.51155,0.6613859999999999,0.330693,0.0,3.7478540000000002,0.0,0.0,0.0,0.0,0.0,0.08818480000000001,0.0,0.0,0,0,0,0,0,0,78.0,0,0,0,1,1,0,1,0,0
68,5.97,28.02,0.04600000000000004,60,70.0,10.5,9.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0,0,0,0,0,0,76.0,1,0,0,0,0,1,0,1,0
73,6.65,28.62,0.051000000000000156,60,70.0,14.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13125,0.0,0.0,0,0,0,0,0,0,69.0,1,0,0,0,0,1,1,0,0
75,6.4,31.19,0.049000000000000155,60,75.0,23.14851,15.432339999999998,5.070625999999999,1.5432339999999998,0.0,0.0,0.0,1.10231,0.0,0.0,0.0,0.110231,0.0,0.0,0,0,0,0,1,0,81.0,1,0,0,0,1,0,0,0,1
76,8.06,121.34,0.06099999999999994,60,82.0,56.0,50.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.625,0.0,0.0,0,0,0,0,0,0,81.0,1,0,0,0,1,0,0,0,1
78,7.07,35.16,0.05400000000000005,60,77.0,12.5,10.5,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.21875,0.0,0.0,0,0,0,0,0,0,75.0,1,0,0,0,0,1,0,0,1
79,4.41,10.82,0.03299999999999992,90,78.0,9.920789999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03747854,0.0,0.0,1,0,0,0,0,0,75.0,1,0,0,0,1,0,1,0,0
80,6.37,86.23,0.04899999999999993,60,72.0,37.0,25.0,5.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3125,0.0,0.0,0,0,0,1,0,0,78.0,1,0,0,0,0,1,0,0,1
85,6.56,67.73,0.050000000000000044,60,65.0,14.75,12.0,1.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.40625,0.0,0.0,1,0,0,0,1,0,76.5,1,0,0,0,0,1,0,0,1
88,7.14,66.93,0.05500000000000016,60,75.0,11.25,0.0,1.5,0.75,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.0,0.0,0,0,1,0,1,0,71.5,0,0,0,1,0,1,0,0,1
94,11.44,113.19,0.08700000000000019,60,70.0,18.4,0.25,0.5,4.25,0.0,12.4,0.5,0.5,0.0,0.0,0.0,0.375,0.0,0.0,0,0,0,0,1,0,75.0,0,0,0,1,0,1,0,0,1
96,5.57,43.02,0.04300000000000015,60,75.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0,0,0,0,0,0,76.5,0,0,1,0,0,1,0,0,1
99,6.31,60.94,0.04800000000000004,70,73.0,12.566334,11.0231,0.0,0.0,0.0,0.0,0.330693,1.10231,0.110231,0.0,0.0,0.8046863000000001,0.0,0.0,0,0,0,1,0,0,73.0,0,1,0,0,0,1,1,0,0
100,9.11,76.04,0.07000000000000006,60,75.0,19.5,17.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.84375,0.0,0.0,0,0,0,0,0,0,73.0,1,0,0,0,0,1,1,0,0
103,7.22,78.14,0.05500000000000016,60,60.0,16.47,14.0,1.167,0.0,0.0,0.0,0.8,0.5,0.0,0.0,0.0,0.66579524,0.0,0.0,0,0,1,0,0,0,75.0,1,0,0,0,0,1,0,0,1
111,5.18,13.5,0.039000000000000146,60,70.0,11.5,9.5,0.0,0.0,0.5,0.0,0.0,1.5,0.0,0.0,0.0,0.109375,0.0,0.0,1,0,0,0,0,1,74.0,1,0,0,0,0,1,0,1,0
112,6.47,56.62,0.049000000000000155,60,70.0,13.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0,0,0,1,1,0,75.0,1,0,0,0,0,1,0,0,1
113,7.33,47.23,13.17089,60,79.0,15.81,12.75,2.9375,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13125,0.0,0.0,0,0,0,0,1,0,69.0,1,0,0,0,0,1,1,0,0
115,6.13,34.36,0.04600000000000004,60,72.0,10.5,7.5,1.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0,0,0,0,0,0,81.0,1,0,0,0,1,0,0,0,1
128,6.54,42.81,0.050000000000000044,90,69.0,13.227719999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16755112,0.0,0.0,0,0,0,0,0,0,77.0,1,0,0,0,1,0,1,0,0
130,5.83,27.52,0.04400000000000004,60,75.0,13.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140625,0.0,0.0,0,0,1,1,0,0,76.0,1,0,0,0,0,1,0,0,1
137,4.96,16.25,0.038000000000000034,60,78.0,10.6262684,7.054784,0.2645544,0.0,0.0,0.0,0.0,3.3069299999999995,0.0,0.0,0.0,0.0661386,0.0,0.0,0,0,0,0,0,0,76.0,1,0,0,0,0,1,0,1,0
138,6.55,68.03,0.04899999999999993,60,90.0,23.07,21.5,1.13,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.96875,0.0,0.0,0,0,0,1,0,0,76.5,1,0,0,0,0,1,0,0,1
142,8.26,96.79,0.05899999999999994,60,80.0,31.29,27.575,2.4,0.0,0.0,0.0,0.75,0.0,0.5625,0.0,0.0,1.0375,0.0,0.0,0,0,0,1,0,0,76.5,1,0,0,0,0,1,0,0,1
144,8.75,251.23,0.06699999999999995,90,90.0,30.4,25.5,2.4,0.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,1.65625,0.0,0.0,0,1,1,1,0,0,76.5,1,0,0,0,0,1,0,0,1
145,6.99,67.84,0.05400000000000005,75,70.0,16.3,15.27,0.55,0.0,0.0,0.0,0.0,0.0,0.4775,0.0,0.0,0.40875,0.0,0.0,0,0,0,1,0,0,76.5,1,0,0,0,0,1,0,0,1
149,5.57,35.32,0.04200000000000004,60,80.0,11.6,9.82,1.37,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20437500000000008,0.0,0.0,0,0,0,0,0,0,69.0,0,1,0,0,0,1,1,0,0
156,6.51,121.43,0.050000000000000044,60,70.0,14.9,11.0,1.0,0.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,0.875,0.0,0.0,0,0,0,0,0,0,76.0,1,0,0,0,0,1,0,0,1
160,22.05,0.0,0.16799999999999993,60,70.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,75.0,1,0,0,0,0,1,0,0,1
161,6.15,48.69,0.04699999999999993,90,78.0,14.991415999999996,12.345872,2.6455439999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37037616,0.0,0.0,0,0,0,0,0,0,77.0,1,0,0,0,1,0,1,0,0
164,5.45,11.78,0.04100000000000015,60,75.0,10.19,10.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0,0,0,0,0,0,75.0,1,0,0,0,0,1,0,1,0
168,4.7,19.68,0.03600000000000003,90,75.0,9.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0,0,0,0,0,0,81.0,0,1,0,0,1,0,0,0,1
175,6.42,47.16,0.049000000000000155,60,67.0,13.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0,0,0,0,0,75.0,1,0,0,0,1,0,1,0,0
176,4.44,35.7,0.03400000000000003,90,70.0,7.4516155999999985,7.054783999999999,0.330693,0.0661386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10141252,0.0,0.0,0,0,0,0,0,0,78.0,0,1,0,0,1,0,1,0,0
179,5.21,16.67,0.040000000000000036,90,72.0,10.08,8.42,0.57,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.123125,0.0,0.0,0,0,0,1,0,0,76.5,1,0,0,0,0,1,0,0,1
180,7.43,84.85,0.05600000000000005,60,70.0,15.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0,1,0,0,0,0,75.0,1,0,0,0,0,1,0,0,1
182,6.39,22.87,0.04899999999999993,60,70.0,13.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0,0,0,0,0,0,75.0,0,1,0,0,0,1,0,0,1
187,11.3,27.0,0.08600000000000008,90,74.0,15.873264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1543234,0.0,0.0,1,0,0,0,0,0,75.0,1,0,0,0,0,1,0,0,1
211,5.94,62.69,0.04500000000000015,90,75.0,15.652801999999998,14.921264991600001,0.7215059873999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7215059873999999,0.0,0.0,0,0,0,1,0,0,81.0,0,1,0,0,1,0,0,0,1
213,6.09,38.22,0.04600000000000004,60,70.0,13.778875,13.778874999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17636960000000002,0.31085142000000004,0.0,0,0,0,1,0,0,76.5,1,0,0,0,0,1,0,0,1
224,6.67,66.4,0.050999999999999934,90,58.0,22.3107544,19.709302800000003,2.6014515999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4960395,0.0,0.0,0,0,0,0,0,0,81.0,1,0,0,0,1,0,0,0,1
230,4.43,50.74,0.03400000000000003,60,75.0,9.590096999999998,8.377555999999998,0.992079,0.0,0.0,0.0,0.0,0.0,0.220462,0.0,0.0,0.12345872,0.0,0.0,0,0,0,1,0,0,72.0,1,0,0,0,0,1,0,0,1
233,4.97,35.03,0.038000000000000034,60,35.0,7.936631999999999,0.0,0.0,0.0,0.0,7.936631999999999,0.0,0.0,0.0,0.0,0.0,0.220462,0.0,0.0,0,0,0,1,0,0,81.0,0,0,1,0,1,0,0,0,1
237,5.87,37.61,0.04499999999999993,60,65.0,14.5,10.0,1.0,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1375,0.0,0.0,0,0,0,0,1,0,76.5,1,0,0,0,0,1,0,0,1
240,5.46,24.15,0.040999999999999925,60,65.0,13.75,13.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0,0,1,0,0,0,66.5,1,0,0,0,0,1,1,0,0
252,5.44,23.49,0.04200000000000004,90,70.0,11.25,10.5,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0,0,0,0,0,0,82.0,0,1,0,0,1,0,1,0,0
255,4.25,34.98,0.03200000000000003,60,80.0,8.0027706,7.495707999999999,0.440924,0.06613859999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10361714,0.0,0.0,0,0,0,0,0,0,74.5,1,0,0,0,0,1,1,0,0
259,4.8,15.59,0.03699999999999992,60,100.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0,0,0,0,0,0,72.0,0,0,1,0,1,0,0,0,1
273,6.13,37.78,0.04700000000000015,60,75.0,11.0231,10.582176,0.0,0.0,0.0,0.0,0.0,0.0,0.440924,0.0,0.0,0.18739270000000002,0.0,0.0,0,0,0,0,0,0,81.0,1,0,0,0,1,0,0,0,1
277,7.88,49.46,0.06000000000000005,60,65.0,27.94,21.0,2.4375,3.6875,0.0,0.0,0.0,0.8125,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,1,0,0,0,1,0,70.5,1,0,0,0,0,1,1,0,0
278,5.69,36.63,0.04300000000000015,60,70.0,11.25,9.0,2.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0,0,0,0,0,0,75.0,1,0,0,0,0,1,0,0,1
281,8.63,79.67,0.06600000000000006,60,70.0,13.15,0.0,0.0,0.25,0.0,9.9,3.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,1,0,0,0,1,0,75.0,1,0,0,0,0,1,0,0,1
285,3.32,5.55,0.02499999999999991,15,84.0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0,0,0,0,0,0,75.0,1,0,0,0,0,1,0,0,1
294,5.76,43.46,0.04400000000000004,90,60.0,11.5,11.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28125,0.0,0.0,0,0,0,1,0,0,82.0,1,0,0,0,1,0,1,0,0
300,4.47,66.22,0.03400000000000003,60,70.0,9.5,9.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71875,0.0,0.0,0,1,0,0,0,0,75.0,0,1,0,0,0,1,0,0,1
307,8.22,32.71,0.062000000000000055,80,65.0,16.600788599999998,13.227719999999998,0.8267324999999999,0.0,0.0,0.0,0.0,0.0,0.33069299999999996,0.0,0.0,0.21605276,0.0,0.0,1,0,0,1,1,0,77.5,0,1,0,0,0,1,0,0,1
315,7.43,88.69,0.05700000000000016,60,70.0,14.75,12.87,1.0625,0.0,0.0,0.0,0.0,0.8125,0.0,0.0,0.0,0.3125,0.0,0.0,0,0,0,0,0,0,81.0,0,1,0,0,1,0,0,0,1
317,2.86,49.87,0.02200000000000002,90,35.0,1.8518808,1.6608284308,0.1175723846,0.0,0.0,0.0,0.0,0.044092400000000004,0.0,0.0,0.0,0.082011864,0.0,0.0,0,0,0,0,0,0,70.0,0,1,0,0,1,0,1,0,0
325,5.46,13.67,0.04200000000000004,90,72.0,7.0,4.6,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.125,0.0,0.0,0,0,0,0,0,0,75.0,1,0,0,0,0,1,0,1,0
327,5.91,58.56,0.04499999999999993,45,35.0,7.3,0.0,0.0,0.0,0.0,6.3,1.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0,0,0,0,0,0,75.0,0,0,1,0,1,0,1,0,0
330,6.76,0.0,0.052000000000000046,60,75.0,10.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0,0,1,0,0,0,75.0,0,0,0,1,0,1,0,0,1
333,5.69,12.96,0.04300000000000015,70,56.0,19.400656,16.975573999999998,2.425082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5732012,0.0,0.0,0,0,0,0,0,0,81.0,1,0,0,0,1,0,0,0,1
334,4.85,14.05,0.03699999999999992,90,78.0,11.0231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10361714,0.0,0.0,0,0,0,0,0,0,74.0,1,0,0,0,0,1,0,1,0
342,7.21,50.01,0.05499999999999994,60,60.0,3.3069299999999995,1.6534649999999995,0.6613859999999999,0.6613859999999999,0.0,0.0,0.33069299999999996,0.0,0.0,0.0,0.0,0.0,0.1433003,0.011023100000000001,0,0,0,0,0,0,81.5,0,1,0,0,0,1,0,0,1
344,7.09,25.59,0.05400000000000005,90,72.0,14.109568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1984158,0.0,0.0,0,0,1,1,0,0,70.0,1,0,0,0,0,1,0,0,1
347,6.85,71.88,0.052000000000000046,90,74.0,30.86468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15081164,0.0,0.0,0,0,0,0,0,0,81.0,1,0,0,0,1,0,0,0,1
352,5.53,12.06,0.04200000000000004,90,75.0,10.053067199999996,9.038942,0.27557750000000003,0.0,0.7275246,0.0,0.0,0.0,0.0,0.0,0.0,0.06613859999999999,0.0,0.0,0,0,0,0,0,0,86.0,1,0,0,0,1,0,0,1,0
354,4.6,48.66,0.03500000000000014,60,35.0,6.6,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0,0,0,0,0,0,81.0,0,0,1,0,1,0,0,0,1
358,4.83,36.64,0.03600000000000003,60,70.0,11.25,8.0,1.0,1.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.125,0.0,0.0,0,0,0,0,1,0,71.5,1,0,0,0,0,1,0,0,1
363,8.95,83.29,0.06900000000000017,90,75.0,37.0,32.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71875,0.0,0.0,0,0,1,0,0,0,75.0,1,0,0,0,0,1,0,0,1
395,4.75,29.64,0.03600000000000003,60,65.0,11.31,8.75,1.75,0.5625,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0,0,0,1,0,0,81.0,1,0,0,0,1,0,0,0,1
397,7.03,64.6,0.052999999999999936,60,70.0,13.117489,12.12541,0.440924,0.0,0.0,0.0,0.440924,0.0,0.110231,0.0,0.0,0.5511550000000001,0.0,0.0,0,0,0,1,0,0,80.0,0,1,0,0,0,1,0,0,1
400,5.71,19.68,0.04300000000000015,90,70.0,11.63,11.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0,0,0,0,0,0,75.0,0,1,0,0,0,1,0,0,1
402,8.82,124.23,0.06699999999999995,60,75.0,17.0,13.625,0.875,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.65625,0.0,0.0,0,0,0,1,0,0,79.5,1,0,0,0,0,1,0,0,1
